methode,n_clients,n_sites,p,relax_racine,valeur_optimale,borne_inferieure,gap_pourcent,nombre_noeuds,temps_s
Manuelle,20,20,3,548.6156644095112,560.8099944693074,560.8099944693074,0.0,1,0.020999908447265625
Manuelle,20,30,5,397.2453321735227,483.1296426524235,483.1296426524235,0.0,1,0.26999998092651367
Manuelle,30,40,6,586.7626045144037,696.0405545886217,696.0405545886217,0.0,1,0.37800002098083496
Manuelle,40,50,8,719.9822717455482,892.5847566657656,892.5847566657656,0.0,1,1.3480000495910645
